reviews	PR
i like than is compact i can carry on my purse, i don't need to worry for book mark and i can be reading 2 books a the same time,	Bose SoundSport Headphones
hours of battery life and easy to work. great gift	20in Monitor
the new kindle is a much better experience. it is lightweight, the back light and ink make reading easy. the internet connection is smooth and fast	Lightning Charging Cable
how to do not easy to find. needs quick cheat sheet to accompany the product. i didn't think i'd like the back light but i do. i don't have a computer so it's hard to go on line. i'm not sure if i like how the books are arranged, but i'm slowly learning how to navigate around them. i had one of the original kindles so changes are sometimes hard for us older people.	Apple Airpods Headphones
great bargain for money. easy to read in sunlight and while laying in bed.	27in FHD Monitor
bought one for myself and love it bought this for my 85yr old mom she loves it too	Wired Headphones
this is awesome for reading. much better to read than my ipad mini 2. the refresh from page to page, or when you set a bookmark, is more annoying than using the kindle app on the ipad mini. but for reading books it is easy on my eyes and it can't be beat. i read in bed before going to sleep and i can fall asleep easier after using my kindle than the ipad.	USB-C Charging Cable
the doctor recommended that i not use harsh light products before going to sleep. i love to read books but my current tablet was extremely bright. the kindle paper white tablet doesn't have the same glare and is easy on my eyes.	AA Batteries (4-pack)
this is great for reading books. works well in sunlight.	USB-C Charging Cable
i'm so happy with my kindle! it's so easy to order books and it works great to read at the gym.	Bose SoundSport Headphones
my eyes are unaffected by the paperwhite and it truly feels like reading a real book. love ability to download a new one on the fly and to highlight and get it all sent to my email after! very impressed	AA Batteries (4-pack)
exactly what hubby wanted for reading. likes it better than ipad for reading	Wired Headphones
never had an ereader before but i love this. really helpful for reading assignments in graduate school.	Lightning Charging Cable
i brought this for my wife for valentine's day. she loves it. she can now read at night in bed with the lights out.	USB-C Charging Cable
it has a very nice screen to read ebook, and once it is charged, it can work several days.	Flatscreen TV
excellent product for an ereader, very user friendly	Macbook Pro Laptop
i put off getting an ereader for a long time thinking to myself that one more gadget was not necessary. now that i have the paperwhite, it's going to be my constant companion. it's very user friendly. i am brushing up on my swedish language, and i was able to download a swedish english dictionary so i can now not only read my swedish books, but i am also able to look up unfamiliar words with ease. the display is very easy on the eyes no eye strain whatsoever. all in all, i'm extremely satisfied.	LG Washing Machine
this is my second kindle purchase. i absolutely love them. it's compact and easy to use.	AAA Batteries (4-pack)
this was the perfect gift for my mom and she loves it so much. she reads like crazy and this does not hurt her eyes like other devices. great product and recommended for anyone who reads at all!	AA Batteries (4-pack)
very excellent product, i am very excited about using it!	Bose SoundSport Headphones
easier on the eyes than my ipad. purchasing at best buy was convenient with online orderpickup and they matched the amazon price!	Wired Headphones
just what you'd expect. construction is solid. the interface is intuitive. screen is very readable and the unit fits well in the hand and is comfortable to hold for a long time when you get hooked on a great read.	AAA Batteries (4-pack)
able to read more and longer than i thought. light is bright enough, but too bright to bother someone nearby.	AAA Batteries (4-pack)
love how light and battery life. awesome! would recommend anyone to buy this device.	Wired Headphones
easy to use, great traveling device. makes purchasing new books incredibly easy	USB-C Charging Cable
this is an awesome product. would highly recommend.	AAA Batteries (4-pack)
i have an ipad pro and i read in a kindle. the best reading experience and no distractions. use it several times a day!	Wired Headphones
i like the kindle it is light and easy too sue battery life is good.	Apple Airpods Headphones
i can read it on the beach with bright sun lite i love it	34in Ultrawide Monitor
replacing 6 year old kindle, which had begun to malfunction. we were pleasantly surprised to discover the new edition,which is now lighted, cost the exact same price on sale that we paid 6 years ago.	Flatscreen TV
this is my 2nd kindle. i had a 2nd generation. the paper white screen clarity is excellent and it's very light.	Wired Headphones
i like the paperwhite read its smaller then my tablet can go anywhere with me and i enjoy reading books on it	27in FHD Monitor
so the only complaint i could see most people had was that the battery life was poor compared to previousnonbacklit versions. i will say that is true, however, with about an hour to 30 minutes of reading, i can go a few weeks between charges. i feel that is very reasonable.as with the kindle ereaders, i have had very good luck with them. they are well built, devices and very easy on the eyes. the device has a good texture and does not feel like it will slip out of your hand while reading.overall i'm very happy with my new kindle. its so much easier on the eyes! worth every penny!	AAA Batteries (4-pack)
needed a tablet that i could use at night before going to bed that wouldn't have bright light and this does the trick.	Apple Airpods Headphones
the kindle is like carrying a library in your backpocket. it is fantastic. i carry it everywhere.	AA Batteries (4-pack)
this is a great product. battery life is very good. great for reading at night and works great in sun light. sign up through amazon and get books cheap or free.	Wired Headphones
this kindle paper white has a built in light and it helps a lot when you are reading especially at night.	Vareebadd Phone
great for outdoors while seating in the sun reading	USB-C Charging Cable
i was afraid that having an electronic book would take away from the feeling of ""unplugging."" however, this was not the case. this kindle really looks like a book page. it is much lighter than a book and i can take it anywhere. love love love this product!	USB-C Charging Cable
expensive but good with integrated illumination. has lot of amazon ads, and they asking to buy some new books that ""suitable"" for you! i had the old version with small keyboard and it was with 0 ads.	ThinkPad Laptop
it is white, and it is much better than kindle 6, so paperwhite is a very good product.	27in FHD Monitor
the biggest reason to buy this item is the convenience and battery life. on those two items the kindle delivers. it is not as paper white as i would like. it does lag a bit but overall if you are a book lover this will be a good add on for trips and when you want to read outside.	Apple Airpods Headphones
this was the perfect choice for travelling. it's very light and very clear, easy to read screen	AA Batteries (4-pack)
my old kindle finally bit the dust after about 5 years or so. had to run out to get a new one right away. was sad that it cost so much now. my old one was about 13 the cost. worth it for how much i use it.	Wired Headphones
nice product.was difficult to figure out how to download books onto device. could use better instructions. once i figured it out it works really well.	AAA Batteries (4-pack)
the clarity is amazing on this reader and the adjustable lighting tops it all off nicely	USB-C Charging Cable
i wanted an ereader that will read manga well and this did not disappoint!	USB-C Charging Cable
this product is great for regular use. i like it. it is good as a gift.	Wired Headphones
kindle paperwhite reader is great. easy way to buy books.	27in 4K Gaming Monitor
for someone with extremely weak eyes, kindle is a savior! i love reading, but reading books is stressful for my eyes, because of the font and not proper lighting all the time. with kindle, i always have the back light and the i customize the font of each book, so it's much easier on my eyes!	AAA Batteries (4-pack)
purchased this to replace old kindle that i had used for many years. the new kindle works great and is easy to read even in bright sunlight.	Bose SoundSport Headphones
battery life is awesome. works great with the lights off and goes to sleep after a few minutes of non use	USB-C Charging Cable
great product. great value. worth every penny. ads do not interrupt reading or alter the experience significantly.	Wired Headphones
good gift for my kid. screen is a little small. wish they have a bigger size	Wired Headphones
amazon kindle works great! already reading lots of books	Lightning Charging Cable
all the capabilities of kindle and easy on the eyes!	AA Batteries (4-pack)
you will find detailed reviews of kindle paper white online. i will cover some other general observations,if you send a pdf to your kindle email , it will sync it to your kindle. but the fonts appear small when you open it in kindle paper white and the menu option did not allow me to change font size. you have to convert the pdf to be able to adjust font size.you will be able to convert your existing pdfs by sending a email with ""convert"" in subject line and including the attachment and sending it to your kindle email refer to amazon settings for finding out your kindle email. however it may lose the tables or other code diagrams from the original pdf so that is a pain varies from pdf to pdf. also if you are used to ios or android, the page turns are not the same like flipping. when you tap or perform a page flip,it will blink for a sec and refresh the page to move to next page. i found this a little annoying but it works. if you buy a book online then that might be a better option as it will let you read the formatted content correctly.battery usage is fantastic.another positive is that the inbuilt lights are not glaring in the dark so you will find reading to be a pleasant experience. they have settings to adjust brightness as well.	AA Batteries (4-pack)
i love my kindle. i have dozens and dozens of books in the palm of my hand. the paperwite screen is just like looking at a page on paper. no eye strain. now, they just need to get the paperwhite with color.by the way, when i received my device from the store, it was set up for the russian language. but, i was able to fumble through the menus and change it to english.	USB-C Charging Cable
i love my new paper white kindle. i have had it a little over a month now. i have had other kindles before, including the kindle fire. but this new paper white one is the best i have had so far! i love the ability to read it outside, no matter how sunny it is. there is absolutely no glare.this kindle is super lightweighti carry it in my purse all of the time.this kindle also has an amazing backlight so i can read when it is is dark out.definitely worth 5 stars!	Lightning Charging Cable
i purchased a new kindle only because i stepped on my original which was the first generation kindle and broke it. i love my new one, particularly the lighting and size of the unit. thank goodness i broke my first!	USB-C Charging Cable
my first kindle has been to about 20 different countries. i just loaded up with some great books and take off on a vacation. i used to load up with actual books and leave them behind as i finished them. i'm on my second kindle and it's just so convenient to read in bed and easy to turn the pages. it also fits easily into my purse next to my cell phone so i can read any time i have a few minutes.	Lightning Charging Cable
i use this ereader primarily for library books. the amazon interface for checking out library books is cumbersome. however, the final result is great. the device works great in both sunny and dark rooms, syncs well with my kindle app on my ipad. battery life is very good.	iPhone
best purchases i've made when it comes to items for reading. battery lasts for days and weeks. the lighting source is awesome and adjustable. i recommend this to everyone who wants to have a book on the go but not carry anything too heavy.	Wired Headphones
this was my first kindle. i did do some research and read many reviews on this one. i have been very satisfied with this purchase and would recommend the paperwhite to anyone looking for a reader.	AAA Batteries (4-pack)
you are able adjust the brightness which is good	Bose SoundSport Headphones
it is very light and easy to handle. it fits the rack on my treadmill without blocking heart rate info. took some getting used to but now i like the new home page which shows front cover of the book.	Flatscreen TV
any one lower than this one is not worth it, and if you're a serious reader you will not put this down.	Lightning Charging Cable
it could be a couple of square inches bigger but its great. ability to adjust background light is fantastic.	USB-C Charging Cable
good for reading in low light situations. it is also very easy to hold due to its size.	Flatscreen TV
it does more than my old one plus , is alot quicker than before and over all, the best of the best.	Bose SoundSport Headphones
as with all kindle items, you can't go wrong. very pleased with the backlighting. makes it easier to read in low lighting.	LG Washing Machine
for the price, this is a product that i would recommend to anyone who likes to read.	Bose SoundSport Headphones
i bought the kindle white for my wife. she loves being able to read a book, without having to use wifi.	Lightning Charging Cable
it's nice cool but it responds extremely slow. compared to modern tablets phones kindle is just too slow. my expectation would be to make it faster even if i have to charge it often that would be ok, secondly there should be a home button back button on the body of kindle.	AAA Batteries (4-pack)
use for travel light in weight makes reading so easy	Lightning Charging Cable
reads like a book instead of a tablet. saves on book storage space and is always on hand. looks good sitting on my nightstand. no clutter.	AA Batteries (4-pack)
i'm an avid reader.i have 7 different kindles including the oasis and voyage. the paperwhite quickly became my favorite! the battery life is outstanding!	AA Batteries (4-pack)
i've had kindles before, but they always lacked something that made them practical. one didn't have touch, another didn't have a light, etc. i decided after years of not having one to give a kindle another chance. this one is perfect! it's lite, it's relatively fast, the back light works great, it's easy to read, etc. i've read 5 times as many books on it than i had on all the other combined. best purchase i've made in years.	AA Batteries (4-pack)
perfect i love it glad i did my homework before purchasing best choice for a reader	Lightning Charging Cable
okay, glad it holds alot of books, wish it had send received email.	ThinkPad Laptop
love this kindle. it's a great value for the price.	USB-C Charging Cable
i love the size and features of the kindle paperwhite.	AAA Batteries (4-pack)
there is absolutely nothing that i don't just love about my kindle. the built in light is a nice addition that my old kindle didn't have. i would highly recommend the kindle paper white .	20in Monitor
and this works perfect! kindle does not fail! you will def. get your money worth with this ereader	Apple Airpods Headphones
the paperwhite is great for reading indoors, outdoors and at night. no glare and back light adjustment makes it awesome. get one!	AA Batteries (4-pack)
i love this device for reading. the backlight comes in super handy when in dark spaces. battery life is great. i like it!	iPhone
this is the second kindle that i have purchased. i love that it is so small and easy to carry around, and the back light is a great feature!	Lightning Charging Cable
the paperwhite makes it possible to condense a lot of books in one small device, thereby saving your house from looking like a warehouse. you can pack a lot of books into your suitcase with a paperwhite. if your device gets stolen, lost or trashed, you may lose a substantial portion or all of your personal library. the paper white allows you to increase size of print big advantage. use of hand gestures to turn page allows faster reading. it's awkward to hold, lying in bed. an attachable gripper would be helpful to hold and read at same time	Bose SoundSport Headphones
i have been looking for an ereader with backlight so that i could read under low light conditions. this kindle has met my needs.	AAA Batteries (4-pack)
i won't leave home without it now! it allows me to take my library with me anywhere i go without having to lug dozens of books around. while i do enjoy the feel and smell of a good book, the kindle is an absolute delight to read from!	USB-C Charging Cable
clarity is excellent. easy breezy to use. charges quickly and lasts a long time	Bose SoundSport Headphones
i have been wanting one for a while now and happy i got one	Flatscreen TV
much better than my previous ereader highly satisfied.	AAA Batteries (4-pack)
this is the best kindle available. i recommend to al my friends.	USB-C Charging Cable
had an older kindle and this new model is way better. the lighting is much improved.	AAA Batteries (4-pack)
i would opt for an ipad rather than the kindle just because of the ease of researching books by authors etc. the only advantage of the kindle is the attractive comparative price.	USB-C Charging Cable
easy to use and meets all my expectations for why i bought it.	AAA Batteries (4-pack)
great for reading books and not having to lug around that weight	Lightning Charging Cable
i never thought i would go tech for reading but the kindle has been a great addition.	AAA Batteries (4-pack)
works as intended. great inexpensive reader very convenient for reading at home or traveling when don't have the extra space for books. the kids i both use it and i can separate our books so they're not mixed together.the only downside is the lack of color, but i knew this going in it's not the fault of the product.we lose out a little bit by not being able to see the color illustrations and book covers. when getting my kids to read, the colorful covers is often what draws them in.	AAA Batteries (4-pack)
have purchased one and found it amazing. i bought second one for my father who find it hilarious	AA Batteries (4-pack)
i am a hardcore hardback book reader it's always my preference. i always said i liked the ""feel size"" of a ""real"" book over any electronic book reader. boy was i wrong. i bought my kindle on a whim while it was on sale, and i absolutely love it i never imagined how much more i would read on the kindle i have gone through book after book after book, while a hardback still sits waiting on my nightstand to finish. it's a great size throw it in my purse and read anywhere. the light is nice for darker reading situations. one of the best features in my opinion is borrowing books. you can borrow one book a month free through amazon's kindle lending library but you can borrow as many as your want from your local library if it participates. that is where most of my reading has come from. i love the kindle more than i ever imagined and recommend to any reader, especially those, like me, who swore on hardback ""real"" books!	Lightning Charging Cable
nice and compact. user friendly, works well in low light	Wired Headphones
easy to use, love that i can download a free book each month since i am an amazon prime member. very light. perfect way to read at the beach.	Wired Headphones
i am very pleased with this purchase. thank you bb	Apple Airpods Headphones
great reader, light, good size, very easy on eyes, nice battery life. if primary use is as a reader, can't beat paperwhite.	Bose SoundSport Headphones
this is my second paperwhite and i love it. i already recommend the paperwhite to my friends.	iPhone
this is awesome. the updated features work well. really fast an smooth. the light dimming is great the best feature on the new kindle.	Lightning Charging Cable
this kindle is by far the best, really enjoy the weight of it and ease on the eyes while reading	Lightning Charging Cable
this kindle is a huge step up from my original kindle. the backlights and touchscreen make navigation super easy.	AAA Batteries (4-pack)
i had a lot of eye strain issues when trying to read off of my ipad and i just couldn't get comfortable while reading a book in bed. this purchased changed everything. i am now going through 45 books a month and i am doing so cheaply.	AAA Batteries (4-pack)
i previously had a standard kindle.the battery would no longer hold the charge. i wanted to replace it but be able to read in dim light. this feature is great. i chose the paperwhite because the screen did not glare like the fire. it took some getting used to since it is all touch screen, but it has a few better features than the original. one complaint is that it sometime jumps further ahead than one page, so you need to pay attention when moving to the next page. i recommend it for someone who wants to use it for reading only.	Google Phone
i don't know why i waited so long to purchase one! i like that i can check out books from the library, and don't have to worry about not getting them returned late.	27in FHD Monitor
easy device for my inlaws who are not tech savvy.	AAA Batteries (4-pack)
i had the original kindle. it lasted a long time. juts got this paperwhite kindle. it's really 100 better. strongly recommend it.	AAA Batteries (4-pack)
awesome little toy, back light eases up the use at night but also does not affect screen quality in sun light.	AAA Batteries (4-pack)
this is honestly one of the best purchases i've ever made	27in FHD Monitor
i wanted a simple device strictly for books. i did not want pop up pictures or current events running across the bottom of the screen. this is the tool for me. i keep one at home and one in the car for wait times at appointments.	Bose SoundSport Headphones
finally i can read on the beach or outside! i can take many books with me when i travel without the weight and bulk of paperbacks i can also enlarge the font size so no readers are required!. love this device. wish they would do something like this for cell phones to read in the sunlight!	Google Phone
i've always been a fan of kindles but this one is the perfect size and weight to store in my bag. i'm very satisfied with this product teamkindlepaperwhite.	USB-C Charging Cable
bought it as a present for my wife. she is very pleased with her reader.	Lightning Charging Cable
i got this to replace one i broke. i chose this one because i love the color.	Apple Airpods Headphones
i've had other ereaders before and like this one the best because how easy it is to operate.	USB-C Charging Cable
this is the third kindle i have purchased two as gifts and am very pleased with the purchase!	Bose SoundSport Headphones
no access to the internet.won't recommend!	34in Ultrawide Monitor
great e reader! would recommend this over the other kindles.	Apple Airpods Headphones
the kindle is the best ebook reader. i love it and use it daily.	27in 4K Gaming Monitor
love this kindle reader it is super easy to use and it has a long battery life!	iPhone
i just wanted to be able to just read a book. really very happy.	USB-C Charging Cable
salesperson did a good job recommending this item after we explained what we would use it for.	USB-C Charging Cable
this product is very convenient for reading electronic books. and the price is nice. all in all, a good product.	Flatscreen TV
no glare ever! easy process of getting books! reading is made super easy	27in FHD Monitor
perfect for a beginner. difficult to hold up while reading in bed as the back shell is very slick. great value though.	34in Ultrawide Monitor
i love the size and the light, to be able to read, anywhere, anytime!	Bose SoundSport Headphones
product is great and battery life is long. my kids and i enjoy using it to read long and short novels. it is a must get to have. great to take with you to bed and read with low dim!	Flatscreen TV
amazon makes such a good ereader that no other company even tries to make one. there are very few products in the world where that is true. the paperwhite is worth the extra money for the lighting.	Bose SoundSport Headphones
i have yet to figure out what page of the book i am on. don't really care what percent of a book is left or that i have 5 minutes left in a chapter. after using a nook for many years this is cumbersome. good news way easier to get library books on this.	Wired Headphones
great for reading anytime of day. size is perfect.	Lightning Charging Cable
i still haven't been able to figures out my kindle, it seems like it has very cool features but learning slowly how to take take full advantage of it.	27in FHD Monitor
can't imagine being without a kindle now that i have had one. sure beats carrying around books that don't easily fit into a purse!	27in 4K Gaming Monitor
this e reader is perfect! it is user friendly, holds a charge for couple days which is oerfect. the size is very compact i carry with me everywhere!	iPhone
a reader, but the processor is not fast, react slowly	AA Batteries (4-pack)
very good product. working perfectly. nice design!	27in FHD Monitor
the earlier models were so simple to use. no nonsense listing of books in it's library, by author or title. now there are big pictures with tiny lettering and lots of ads.	Bose SoundSport Headphones
very good and best for travel readings. i really like it and would like to refer with all	Flatscreen TV
this is my third paperwhite and sned it as a gift.	Apple Airpods Headphones
this kindle is much faster and has significantly brighter screen than my first generation product. wish i had purchased it sooner!	iPhone
this reader is very light and works great. would buy again.	Wired Headphones
i only bought this because i wanted to give my friend one and she wasn't getting the new one, lol! i had heard there wasn't much difference between them so didn't plan to buy one before. they were wrong. it is so much faster. going into the store, browsing, turning pages and opening books. i used to get aggravated at the lag time and rarely bought books on it, used my phone to buy, because it was so annoyingly slow to respond. speed was the first thing i noticed, the screen looks a bit clearer though i was happy with the old one's screen too. it's worth the upgrade.	Macbook Pro Laptop
it's an ok product. nothing special. not on the cutting edge of technology	Apple Airpods Headphones
have been very satisfied so far. had one issue had the device for 20 days and it would not cut on.i reset the device and it has worked so far.	AAA Batteries (4-pack)
small, compact, great for the beach. easy to read in the bright sunlight.love it, you won't be disappointed.	Wired Headphones
i was amazinged that it was just what i wanted and didn't know it. you can read in the sun or dark. the screen has a special filter on it. it does a lot more then you realize. love my son can look up words and highlight things for school. the library free borrow apps work too. you won't be disappointed. my 12 year old made me buy him his own	Google Phone
needed a new kindle and this fit the bill. enjoy reading on a kindle.	AAA Batteries (4-pack)
i read the reviews online before purchasing and this product is for real excellent.	AA Batteries (4-pack)
kindle paperwhite is wonderful. i am able to read in the sun.	AAA Batteries (4-pack)
i love reading on my paperwhite! the battery lasts for weeks and it is light enough to carry in my purse when i don't want to carry my other kindle devices.	AAA Batteries (4-pack)
reader is lightweight, easy to hold and makes reading much easierless of a burden with lengthy tomes.reader is effortless to learn how to use and access other books within our library.	Vareebadd Phone
it's really great and i like the color but there is a crack on the screen protector. i don't know it's the shipment or i squeezed it.	Wired Headphones
love the kindle paperwhite. super easy to use, light and easy to carry, no screen glare.	Lightning Charging Cable
this is a great reader for the price. i love the light for reading in the dark.	USB-C Charging Cable
this kindle paperwhite is exactly what i was looking for to read outdoors and the backlight is great to read at night	Apple Airpods Headphones
i love my paperwhite. it is so much easier to read.	Apple Airpods Headphones
this product works very well and the price is reasonable.	27in 4K Gaming Monitor
this is a very compact kindle great for reading your favorite novels on the go!	Bose SoundSport Headphones
this is my second kindle paperwhite! i had mine for more than a year and i love it. my daughter borrowed it and really like the weight and the easy to read screen not too bright and not to dull.	AAA Batteries (4-pack)
i bought this for my friend and i also like its shutterfly coupon. it is wonderful.	Bose SoundSport Headphones
lightweight and easy to use or read, the paperwhite is wonderful! i purchased as a raffle prize for work and plan to get more. i have 2 people that have complimented me on them. they love them! great item. would recommend.	iPhone
this is a must have for the kindle. great quality texture.	Bose SoundSport Headphones
this is a vvery good device that serves its purpose extremely well and a at aprice thats afforadable and well worth it i would recomend it to friends and family	AAA Batteries (4-pack)
this purchase replaced another kindle paperwhite that broke when dropped. paperwhite is a great reader.	Apple Airpods Headphones
this is my third one. they get better each time. i love reading out doors without the glare making it hard to see	Bose SoundSport Headphones
this product was perfect for all my needs. it is very very easy to use. i would definitely recommend it	USB-C Charging Cable
works great. my 3rd kindle. only complaint.they break	27in FHD Monitor
i love this ereader! it's even better as it has the background lighting so you can use it in dark areas	AAA Batteries (4-pack)
love the built in light and the screen makes it easy to read outside	AAA Batteries (4-pack)
this paperwhite is great for reading anywhere ! outside, at night ! it small lightweight and i just love it !	AAA Batteries (4-pack)
i bought this so that i could read in the bedroom without waking my infant, and without bright lights shining right in my eyes. i'm so glad i bought it! and the battery life is amazing!	USB-C Charging Cable
my wife is a book person, but she has really taken to the kindle.	USB-C Charging Cable
no glare anywhereeven on the beach! also you can read in the dark with no problems.	AAA Batteries (4-pack)
love my kindle the store was clean and well laid out.	AAA Batteries (4-pack)
bought this for my 84 year old mother who is an avid reader. so easy to use! she enjoys the lightweightness of the kindle paperwhite and the non glare screen. she is able to adjust the font for enjoyable reading sized material and enjoys the led's for reading at bedtime. kindle paperwhite is definitely a gift that keeps giving and keeps mom smiling too!	AA Batteries (4-pack)
my 2nd kindle so it meets my expectations better than my very old one.	ThinkPad Laptop
i love this thing! awesome for outdoor reading! ipads can't compare. the biggest plus for me is that i'm not bombarded with messages or call and can stay focused on reading.	Flatscreen TV
easy to configure, works as expected, easy to download books	27in 4K Gaming Monitor
i have had a kindle for years. after my husbands was stolen we had to get another. the setup is easy, getting books couldn't be any easier, i even get free books through my library which download through amazon. would be lost without my kindle.	27in 4K Gaming Monitor
its a great reader. i use it at night instead of my phone and its much easier on the eyes. and the battery seems to last forever.	Macbook Pro Laptop
overall i am very pleased with my paperwhite. small and compact, fits in my purse, lightweight, and easy to read with the backlight.	34in Ultrawide Monitor
have not used it yet. salesperson did not sell me the correct cord so i could set it up.	Wired Headphones
this device is small and compact and super light. the words really stand out and looks like a real book.	27in FHD Monitor
i'm so far loving this ereader. haven't used it outside yet, but the lighting seems really good. i'm taking it on vacation next week, it will be my lifesaver for long flights and waits. i only wish it had a headphone jack and audio option	Wired Headphones
i love my new kindle. light weight and easy to use. would recommend to anyone.	34in Ultrawide Monitor
love my paperwhiite kindle. it's so easy to read and i especially like the nonglare for outdoors and ease with adjusting font size. i find i'm reading more books this way. only thing i don't like is how heavy it is.	Apple Airpods Headphones
this is a perfect tablet for reading brooks as it is possible to do so at night, during the day, even in direct sun light! a great ebook reader!	Apple Airpods Headphones
the paperwhite itself is a very nice design and the size makes it portable and easy to hold. the fact that you will be purchasing books from amazon makes it all the better. many, many discounted books for 99 cents to 5 dollars. well worth the price of the reader. was just on the beach in direct sunlight and no problems whatsoever.	Flatscreen TV
best product for reading.i am using since one and half years.	Lightning Charging Cable
this is what i wanted. easy to use. can read outdoors or indoors. easy to add books that i purchase. i would recommend to anyone looking for a similar devise.	Apple Airpods Headphones
it is a must have item if you have limited space at home and you would want a collection of your own. it is light weight compare to the old kindle. the backlight feature of the paperwhite is perfect to read in the dark and able to share books with family members with a library share feature.	AA Batteries (4-pack)
very convenient, no glare, you can view pdfs, and it does not weigh to much.	27in FHD Monitor
i love to read but books were beginning to take over my space! this little ""baby"" is so small and holds a lot of books. not only that, i can upload a new book any time i want to without leaving my house!	AAA Batteries (4-pack)
this was well received. a wonderful upgrade from a first gen kindle.	Google Phone
i upgraded from an older, nobacklight kindle and this one is much more comfortable to read. overall a great value. the battery charge lasts forever and you can load it with enough to read for years.	Lightning Charging Cable
this is a good tool for reading without losing your bookmark!	Product
good overall.yep.good	USB-C Charging Cable
i've had every kindle ereader available. though it doesn't have all the features available on the voyage, the paperwhite is the best. the issue i've had are the emergence of tiny light ""leaks"" emerging from the source through the matte textured page background. they're little pinholesized, bright light scattered across the page. it usually begins with just one, or two, and becomes several over time. it's distracting to reading. in a conventional book, it would be like having a small speck of dirt on the page. if these little things don't bother you, then it's not an issue. the paperwhite models don't seem to have this problem as often as the voyage does. i went through 3 voyage models before surrendering and returning to the paperwhite. the paperwhite has fewer total lights, so it's not as evenly lit as the voyage, however, it's nothing significant.	27in FHD Monitor
absolutely love it. so lightweight and convenient to take on the go!	USB-C Charging Cable
great ereader, has a built in back light for reading in low light and in the dark.	AAA Batteries (4-pack)
love my kindle paperwhite. my first one lasted years and i immediately went and bought a new one and that one no longer worked it's great for night reading with the back light	27in FHD Monitor
i haven't purchased a dedicated reader before, but bought this for a cruise where i knew it would be too sunny for an ipad, and this was easy to load up with books for my kids and i and it looked great in the bright sun while wearing sunglasses. happy with the purchase.	Macbook Pro Laptop
i've read three books in less than a month! before, i had a problem with getting tired while reading and my eyes hurt from the book light i had to use but with the back light on the paper white i can adjust it perfectly to my liking! i love it!	Wired Headphones
i absolutely love my kindle paper white. i read a ton of books and love having all of them with me at all times	Macbook Pro Laptop
just as advertised. bought for my mom who has poor eyesight. she loves it. thank you.	AA Batteries (4-pack)
exactly as i expected. backlight is great and easy to use	27in 4K Gaming Monitor
small and light weight. even in a leather case. i was concerned about the small screen but was not a problem after using it for a while.	AAA Batteries (4-pack)
good product for beginners, has basic features necessary	Flatscreen TV
very easy to read and the backlight adds to it and does not hurt the battery time much.	Google Phone
if you've had a kindle you know it's more like reading a book page. some will prefer it enough to have this device. my elderly mother uses the version of this that connects to cell towers and is able to download her own books from her subscription service. she had trouble removing them once she hits the download limit. i have this version. if you have wifi, i think this is the best option if you have the money. i don't see much purpose in the upgrade and i don't know who wants a bigger bezel. the touch works fine. my only complaint is there is no speaker and at this price it should. i had to buy an adapter to have books read to me. the text to speech is very good and realistic.	USB-C Charging Cable
i like it small lightweight easy to see wifi capabilities	Bose SoundSport Headphones
just as i thought, works flawlessly as described by amazon. moving towards automation.	Bose SoundSport Headphones
kindle paperwhite easy to use, great features, easier to read!	Vareebadd Phone
great for nighttime. easy to read at the beach, too!	Lightning Charging Cable
bought for my wife. great product. easy to set up and use.	USB-C Charging Cable
i don't know why it was so much more expensive than the fire hd. considering this only does books. but, it's exactly what i wanted. it's very nice to have the backlight for reading at night.	AA Batteries (4-pack)
i have the older kindle with keyboard. this one is lighter, touchscreen, and has the back light. it was worth the extra to buy this one with the backlight. my daughter doesn't need to worry about whether she has a book light with her when she reads on long trips. a	Lightning Charging Cable
kindle is always the first choice to read the ebook. comfortable reading experience.	Apple Airpods Headphones
i held off for quite some time on buying this product being it seemed awful expensive for a tablet with only one purpose. i can now say im glad i bought it. no more having to worry about reading on a bright sunny day and just in general seems much easier on the eyes.	34in Ultrawide Monitor
this is an excellent product at a great price. shipping was great and got here really quick. product itself is incredible and makes reading very easy and comfortable. easy on eyes whether in the dark or in bright sunlight.	Bose SoundSport Headphones
i admit i am late to the kindle party. i couldn't understand why someone would get a dedicated ereader when other devices could do so much more. i am now convinced that this is the way to read a book. the battery life is incredible and the paperwhite display is so easy on the eyes. the device is also a great size and can be used one handed without feeling cumbersome.	AA Batteries (4-pack)
gave to mother for mother's day to upgrade her older kindle. she loves it and enjoys the light since it doesn't cause a glare while reading at night in bed.	Wired Headphones
bought for my wife for mothers day, as she wanted something to read in the sunshine this summer, and it performs amazingly in that respect. we have ipads and regular kindle fire units the kids, but only this one can be read in any light, any time of day. only 4 stars as i'm not sure why terribly more expensive than the fire units, but it solves for those who like to read under sunlight at the beach or by the pool, couldn't be clearer.	27in FHD Monitor
love this new addition. the light feature really helps	Vareebadd Phone
i purchased for my mom and she enjoys it she reads al day	USB-C Charging Cable
compact, long battery, able to read in any light level.	iPhone
pleasant to read at night while everyone sleeps. great for use outside and inside. like reading a book without losing my page	AA Batteries (4-pack)
i love the kindle and i can read at night without hurting my eyes	AA Batteries (4-pack)
this was a replacement unit for a first generation unit. it works perfectly, the old unit would not hold a charge.	USB-C Charging Cable
the perfect fix for any book lovers delight. allows you to see in the dark and maneuver without needing to shine a light on the device.	AA Batteries (4-pack)
it exceeds the expectations, amazing long lasting battery	Macbook Pro Laptop
