Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Order Time
245968,Wired Headphones,1,11.99,2019-08-26,"619 Highland St, San Francisco, CA 94016",09:57:00 PM
245969,iPhone,1,700,2019-08-17,"171 5th St, San Francisco, CA 94016",04:03:00 PM
245970,Macbook Pro Laptop,1,1700,2019-08-16,"33 Adams St, Seattle, WA 98101",08:13:00 PM
245971,Google Phone,1,600,2019-08-16,"29 Washington St, San Francisco, CA 94016",06:50:00 PM
245972,Wired Headphones,1,11.99,2019-08-14,"121 Highland St, New York City, NY 10001",01:09:00 PM
245973,Lightning Charging Cable,1,14.95,2019-08-16,"711 Meadow St, Seattle, WA 98101",02:42:00 PM
245974,Bose SoundSport Headphones,1,99.99,2019-08-23,"858 7th St, Los Angeles, CA 90001",05:31:00 PM
245975,Wired Headphones,1,11.99,2019-08-30,"530 Ridge St, San Francisco, CA 94016",09:37:00 AM
245976,iPhone,1,700,2019-08-23,"476 Park St, Atlanta, GA 30301",06:01:00 AM
245977,34in Ultrawide Monitor,1,379.99,2019-08-05,"840 Washington St, Boston, MA 02215",10:49:00 AM
245978,20in Monitor,1,109.99,2019-08-29,"40 Dogwood St, New York City, NY 10001",01:40:00 PM
245979,USB-C Charging Cable,1,11.95,2019-08-03,"592 Cedar St, Portland, OR 97035",07:35:00 PM
245980,AA Batteries (4-pack),3,3.84,2019-08-20,"658 Spruce St, San Francisco, CA 94016",02:26:00 PM
245981,Bose SoundSport Headphones,1,99.99,2019-08-04,"365 Wilson St, San Francisco, CA 94016",11:04:00 AM
245982,Google Phone,1,600,2019-08-31,"932 Wilson St, Seattle, WA 98101",03:29:00 PM
245982,Wired Headphones,1,11.99,2019-08-31,"932 Wilson St, Seattle, WA 98101",03:29:00 PM
245983,Wired Headphones,1,11.99,2019-08-04,"506 Highland St, Portland, OR 97035",10:34:00 PM
245984,Macbook Pro Laptop,1,1700,2019-08-11,"985 Hill St, Los Angeles, CA 90001",08:50:00 PM
245985,34in Ultrawide Monitor,1,379.99,2019-08-20,"18 Adams St, Seattle, WA 98101",02:37:00 PM
245986,Google Phone,1,600,2019-08-31,"270 Park St, San Francisco, CA 94016",08:18:00 PM
245987,Flatscreen TV,1,300,2019-08-04,"180 Maple St, Boston, MA 02215",09:52:00 PM
245988,USB-C Charging Cable,1,11.95,2019-08-01,"696 9th St, Atlanta, GA 30301",08:43:00 AM
245989,Bose SoundSport Headphones,1,99.99,2019-08-19,"392 Lincoln St, Atlanta, GA 30301",03:33:00 AM
245990,Wired Headphones,1,11.99,2019-08-16,"109 Chestnut St, New York City, NY 10001",08:30:00 AM
245991,Vareebadd Phone,1,400,2019-08-18,"433 Johnson St, New York City, NY 10001",10:54:00 AM
245992,iPhone,1,700,2019-08-22,"832 1st St, Dallas, TX 75001",03:19:00 PM
245993,27in FHD Monitor,1,149.99,2019-08-27,"788 Wilson St, Portland, OR 97035",09:48:00 AM
245994,20in Monitor,1,109.99,2019-08-27,"625 Hickory St, Seattle, WA 98101",09:37:00 AM
245995,iPhone,1,700,2019-08-25,"792 Adams St, Los Angeles, CA 90001",12:31:00 PM
245996,AA Batteries (4-pack),1,3.84,2019-08-04,"340 Jackson St, San Francisco, CA 94016",08:49:00 PM
245997,Lightning Charging Cable,2,14.95,2019-08-16,"697 14th St, San Francisco, CA 94016",08:16:00 PM
245998,Lightning Charging Cable,1,14.95,2019-08-16,"662 7th St, Boston, MA 02215",06:24:00 PM
245999,27in 4K Gaming Monitor,1,389.99,2019-08-26,"656 12th St, Los Angeles, CA 90001",10:40:00 PM
246000,Apple Airpods Headphones,1,150,2019-08-05,"835 Jefferson St, San Francisco, CA 94016",08:38:00 AM
246001,Wired Headphones,1,11.99,2019-08-06,"659 Lincoln St, Boston, MA 02215",01:38:00 PM
246002,AA Batteries (4-pack),2,3.84,2019-08-21,"31 2nd St, Austin, TX 73301",11:52:00 AM
246003,Wired Headphones,1,11.99,2019-08-26,"747 Hill St, San Francisco, CA 94016",09:14:00 AM
246004,USB-C Charging Cable,1,11.95,2019-08-24,"485 River St, San Francisco, CA 94016",11:29:00 AM
246005,Wired Headphones,1,11.99,2019-08-14,"227 Hickory St, New York City, NY 10001",10:12:00 PM
246006,AAA Batteries (4-pack),1,2.99,2019-08-18,"544 Lake St, Seattle, WA 98101",08:57:00 PM
246007,20in Monitor,1,109.99,2019-08-19,"112 Sunset St, New York City, NY 10001",02:06:00 PM
246008,Apple Airpods Headphones,1,150,2019-08-28,"585 5th St, San Francisco, CA 94016",02:42:00 PM
246009,Vareebadd Phone,1,400,2019-08-19,"389 2nd St, San Francisco, CA 94016",12:11:00 PM
246009,USB-C Charging Cable,1,11.95,2019-08-19,"389 2nd St, San Francisco, CA 94016",12:11:00 PM
246010,AAA Batteries (4-pack),1,2.99,2019-08-02,"651 Willow St, San Francisco, CA 94016",10:01:00 AM
246011,AAA Batteries (4-pack),3,2.99,2019-08-31,"703 Jefferson St, New York City, NY 10001",03:09:00 PM
246011,Bose SoundSport Headphones,1,99.99,2019-08-31,"703 Jefferson St, New York City, NY 10001",03:09:00 PM
246012,AAA Batteries (4-pack),1,2.99,2019-08-02,"556 South St, Dallas, TX 75001",05:00:00 PM
246013,Wired Headphones,1,11.99,2019-08-21,"485 Church St, Austin, TX 73301",02:01:00 AM
246014,USB-C Charging Cable,1,11.95,2019-08-01,"563 Jefferson St, Atlanta, GA 30301",02:02:00 PM
246015,27in 4K Gaming Monitor,1,389.99,2019-08-06,"322 Pine St, San Francisco, CA 94016",09:15:00 PM
246016,Lightning Charging Cable,1,14.95,2019-08-29,"281 Jefferson St, Seattle, WA 98101",09:19:00 AM
246016,27in FHD Monitor,1,149.99,2019-08-29,"281 Jefferson St, Seattle, WA 98101",09:19:00 AM
246017,AAA Batteries (4-pack),2,2.99,2019-08-04,"96 10th St, Dallas, TX 75001",07:38:00 PM
246018,Macbook Pro Laptop,1,1700,2019-08-15,"183 13th St, San Francisco, CA 94016",05:44:00 AM
246019,Wired Headphones,1,11.99,2019-08-24,"651 Sunset St, Austin, TX 73301",06:33:00 PM
246020,Google Phone,1,600,2019-08-23,"495 Ridge St, New York City, NY 10001",11:05:00 AM
246021,Wired Headphones,1,11.99,2019-08-07,"899 9th St, Portland, OR 97035",11:19:00 AM
246022,AA Batteries (4-pack),2,3.84,2019-08-23,"599 Wilson St, Boston, MA 02215",06:06:00 PM
246023,AA Batteries (4-pack),1,3.84,2019-08-02,"431 4th St, Boston, MA 02215",12:56:00 AM
246024,Apple Airpods Headphones,1,150,2019-08-02,"940 Willow St, Dallas, TX 75001",08:56:00 PM
246025,Flatscreen TV,1,300,2019-08-02,"886 Center St, Boston, MA 02215",02:08:00 PM
246026,AAA Batteries (4-pack),2,2.99,2019-08-15,"848 Jefferson St, San Francisco, CA 94016",11:43:00 AM
246027,AA Batteries (4-pack),1,3.84,2019-08-28,"437 Madison St, Boston, MA 02215",10:21:00 PM
246028,Vareebadd Phone,1,400,2019-08-14,"236 14th St, San Francisco, CA 94016",04:20:00 PM
246029,Lightning Charging Cable,1,14.95,2019-08-25,"56 2nd St, Seattle, WA 98101",11:26:00 PM
246030,Apple Airpods Headphones,1,150,2019-08-01,"472 2nd St, San Francisco, CA 94016",09:31:00 PM
246031,Google Phone,1,600,2019-08-23,"829 4th St, Austin, TX 73301",06:10:00 PM
246032,AAA Batteries (4-pack),1,2.99,2019-08-11,"186 Cedar St, Los Angeles, CA 90001",03:08:00 PM
246033,20in Monitor,1,109.99,2019-08-19,"161 Willow St, Austin, TX 73301",08:52:00 PM
246034,27in 4K Gaming Monitor,1,389.99,2019-08-09,"46 Chestnut St, Los Angeles, CA 90001",02:40:00 AM
246035,ThinkPad Laptop,1,999.99,2019-08-02,"568 Lincoln St, Boston, MA 02215",02:16:00 PM
246036,USB-C Charging Cable,1,11.95,2019-08-09,"17 Chestnut St, Los Angeles, CA 90001",10:31:00 PM
246037,AAA Batteries (4-pack),1,2.99,2019-08-12,"367 2nd St, Boston, MA 02215",12:15:00 AM
246038,AA Batteries (4-pack),3,3.84,2019-08-14,"422 Jefferson St, Boston, MA 02215",11:51:00 PM
246039,Apple Airpods Headphones,1,150,2019-08-12,"274 Center St, Los Angeles, CA 90001",07:02:00 PM
246040,ThinkPad Laptop,1,999.99,2019-08-20,"886 7th St, Boston, MA 02215",05:53:00 PM
246041,Lightning Charging Cable,1,14.95,2019-08-26,"520 West St, San Francisco, CA 94016",01:17:00 PM
246041,USB-C Charging Cable,1,11.95,2019-08-26,"520 West St, San Francisco, CA 94016",01:17:00 PM
246042,USB-C Charging Cable,1,11.95,2019-08-13,"786 Adams St, Los Angeles, CA 90001",07:02:00 PM
246043,Lightning Charging Cable,1,14.95,2019-08-23,"85 Lakeview St, Los Angeles, CA 90001",10:19:00 AM
246044,USB-C Charging Cable,2,11.95,2019-08-05,"901 Church St, Los Angeles, CA 90001",10:35:00 AM
246045,20in Monitor,1,109.99,2019-08-11,"91 14th St, Boston, MA 02215",01:47:00 PM
246046,Flatscreen TV,1,300,2019-08-11,"962 12th St, San Francisco, CA 94016",09:50:00 AM
246047,Apple Airpods Headphones,1,150,2019-08-27,"452 Spruce St, Atlanta, GA 30301",08:53:00 PM
246048,Lightning Charging Cable,1,14.95,2019-08-25,"735 Madison St, Austin, TX 73301",06:24:00 PM
246049,USB-C Charging Cable,2,11.95,2019-08-13,"429 12th St, Boston, MA 02215",07:29:00 PM
246050,AAA Batteries (4-pack),1,2.99,2019-08-10,"520 Park St, Los Angeles, CA 90001",06:49:00 AM
246051,Apple Airpods Headphones,1,150,2019-08-08,"288 Hickory St, Boston, MA 02215",05:30:00 PM
246052,Wired Headphones,1,11.99,2019-08-12,"466 Walnut St, Dallas, TX 75001",11:29:00 PM
246053,Wired Headphones,1,11.99,2019-08-06,"517 2nd St, New York City, NY 10001",01:22:00 PM
246054,Lightning Charging Cable,1,14.95,2019-08-19,"209 West St, New York City, NY 10001",06:08:00 PM
246055,20in Monitor,1,109.99,2019-08-21,"569 Washington St, Atlanta, GA 30301",10:49:00 AM
246056,Bose SoundSport Headphones,1,99.99,2019-08-05,"792 Highland St, Dallas, TX 75001",07:37:00 PM
246057,iPhone,1,700,2019-08-15,"963 Lake St, San Francisco, CA 94016",10:23:00 AM
246058,Vareebadd Phone,1,400,2019-08-04,"842 North St, Los Angeles, CA 90001",07:57:00 PM
246059,27in 4K Gaming Monitor,1,389.99,2019-08-05,"209 Walnut St, Boston, MA 02215",07:25:00 PM
246060,Wired Headphones,1,11.99,2019-08-13,"927 Jackson St, Seattle, WA 98101",04:19:00 AM
246061,Apple Airpods Headphones,1,150,2019-08-13,"314 9th St, Dallas, TX 75001",01:13:00 PM
246062,iPhone,1,700,2019-08-21,"172 6th St, San Francisco, CA 94016",08:40:00 PM
246063,USB-C Charging Cable,1,11.95,2019-08-27,"984 2nd St, Boston, MA 02215",05:40:00 PM
246064,Flatscreen TV,1,300,2019-08-29,"892 Pine St, San Francisco, CA 94016",11:41:00 AM
246065,USB-C Charging Cable,1,11.95,2019-08-01,"883 6th St, Los Angeles, CA 90001",10:42:00 AM
246066,AAA Batteries (4-pack),1,2.99,2019-08-07,"675 4th St, Boston, MA 02215",08:53:00 AM
246067,USB-C Charging Cable,1,11.95,2019-08-22,"804 Highland St, Atlanta, GA 30301",03:55:00 PM
246068,AAA Batteries (4-pack),1,2.99,2019-08-15,"70 Hickory St, Dallas, TX 75001",01:10:00 PM
246069,AAA Batteries (4-pack),1,2.99,2019-08-04,"881 14th St, Atlanta, GA 30301",11:31:00 PM
246070,iPhone,1,700,2019-08-21,"625 8th St, Dallas, TX 75001",08:09:00 AM
246071,AA Batteries (4-pack),1,3.84,2019-08-02,"159 Madison St, New York City, NY 10001",09:50:00 PM
246072,AAA Batteries (4-pack),2,2.99,2019-08-08,"695 Pine St, Los Angeles, CA 90001",08:34:00 PM
246073,Vareebadd Phone,1,400,2019-08-16,"576 Lakeview St, Austin, TX 73301",08:16:00 PM
246073,USB-C Charging Cable,1,11.95,2019-08-16,"576 Lakeview St, Austin, TX 73301",08:16:00 PM
246074,AAA Batteries (4-pack),2,2.99,2019-08-24,"456 Lake St, Atlanta, GA 30301",08:25:00 AM
246075,ThinkPad Laptop,1,999.99,2019-08-28,"722 4th St, Boston, MA 02215",06:21:00 PM
246076,AAA Batteries (4-pack),1,2.99,2019-08-21,"489 Spruce St, Austin, TX 73301",09:31:00 AM
246077,Bose SoundSport Headphones,1,99.99,2019-08-06,"299 12th St, Seattle, WA 98101",05:17:00 PM
246078,AAA Batteries (4-pack),1,2.99,2019-08-27,"1 Hill St, San Francisco, CA 94016",10:19:00 AM
246079,AA Batteries (4-pack),1,3.84,2019-08-15,"824 Ridge St, San Francisco, CA 94016",05:27:00 PM
246080,Google Phone,1,600,2019-08-24,"951 South St, San Francisco, CA 94016",06:25:00 PM
246080,Wired Headphones,1,11.99,2019-08-24,"951 South St, San Francisco, CA 94016",06:25:00 PM
246081,Bose SoundSport Headphones,1,99.99,2019-08-28,"697 Park St, San Francisco, CA 94016",02:08:00 PM
246082,AA Batteries (4-pack),3,3.84,2019-08-21,"607 Church St, San Francisco, CA 94016",03:52:00 PM
246083,Wired Headphones,1,11.99,2019-08-26,"330 11th St, San Francisco, CA 94016",06:17:00 PM
246084,Bose SoundSport Headphones,1,99.99,2019-08-17,"731 Cherry St, Dallas, TX 75001",02:34:00 PM
246085,iPhone,1,700,2019-08-30,"710 5th St, San Francisco, CA 94016",06:48:00 PM
246086,27in FHD Monitor,1,149.99,2019-08-31,"869 Hickory St, Atlanta, GA 30301",12:39:00 PM
246087,AAA Batteries (4-pack),1,2.99,2019-08-14,"95 Forest St, Atlanta, GA 30301",05:25:00 PM
246088,Google Phone,1,600,2019-08-26,"506 Jefferson St, Los Angeles, CA 90001",12:00:00 AM
246088,Wired Headphones,1,11.99,2019-08-26,"506 Jefferson St, Los Angeles, CA 90001",12:00:00 AM
246089,iPhone,1,700,2019-08-17,"337 West St, San Francisco, CA 94016",07:19:00 PM
246089,Lightning Charging Cable,1,14.95,2019-08-17,"337 West St, San Francisco, CA 94016",07:19:00 PM
246090,Flatscreen TV,1,300,2019-08-02,"284 Forest St, Los Angeles, CA 90001",08:30:00 AM
246091,Lightning Charging Cable,1,14.95,2019-08-23,"27 Wilson St, Dallas, TX 75001",01:40:00 PM
246092,USB-C Charging Cable,1,11.95,2019-08-03,"175 Main St, Los Angeles, CA 90001",09:47:00 AM
246093,Lightning Charging Cable,1,14.95,2019-08-06,"240 Highland St, Los Angeles, CA 90001",07:38:00 PM
246094,Apple Airpods Headphones,1,150,2019-08-29,"990 5th St, Atlanta, GA 30301",06:15:00 PM
246095,USB-C Charging Cable,1,11.95,2019-08-03,"649 Lincoln St, San Francisco, CA 94016",02:36:00 PM
246096,USB-C Charging Cable,1,11.95,2019-08-23,"110 Pine St, San Francisco, CA 94016",08:35:00 AM
246097,AA Batteries (4-pack),1,3.84,2019-08-24,"806 14th St, Atlanta, GA 30301",05:17:00 PM
246098,USB-C Charging Cable,1,11.95,2019-08-25,"347 Hickory St, Los Angeles, CA 90001",11:09:00 PM
246099,USB-C Charging Cable,1,11.95,2019-08-02,"85 12th St, Atlanta, GA 30301",11:55:00 PM
246100,Wired Headphones,1,11.99,2019-08-14,"146 1st St, New York City, NY 10001",08:57:00 AM
246101,Macbook Pro Laptop,1,1700,2019-08-07,"607 Ridge St, Los Angeles, CA 90001",03:56:00 PM
246102,Wired Headphones,1,11.99,2019-08-31,"693 7th St, Boston, MA 02215",08:28:00 AM
246103,ThinkPad Laptop,1,999.99,2019-08-22,"445 Highland St, Seattle, WA 98101",08:35:00 PM
246104,Lightning Charging Cable,1,14.95,2019-08-25,"847 Madison St, New York City, NY 10001",01:03:00 AM
246105,Bose SoundSport Headphones,1,99.99,2019-08-29,"412 Sunset St, Boston, MA 02215",07:55:00 PM
246106,Wired Headphones,1,11.99,2019-08-20,"944 Forest St, Atlanta, GA 30301",11:16:00 AM
246107,AA Batteries (4-pack),2,3.84,2019-08-25,"196 6th St, New York City, NY 10001",06:05:00 PM
246108,Wired Headphones,1,11.99,2019-08-27,"709 Cedar St, Portland, OR 97035",08:16:00 AM
246109,AAA Batteries (4-pack),3,2.99,2019-08-12,"296 South St, San Francisco, CA 94016",05:02:00 PM
246110,Apple Airpods Headphones,1,150,2019-08-17,"150 West St, Austin, TX 73301",08:35:00 PM
246111,AAA Batteries (4-pack),1,2.99,2019-08-16,"648 7th St, Los Angeles, CA 90001",01:02:00 AM
246112,Bose SoundSport Headphones,1,99.99,2019-08-27,"758 5th St, Atlanta, GA 30301",12:31:00 AM
246113,27in 4K Gaming Monitor,1,389.99,2019-08-22,"942 Johnson St, Seattle, WA 98101",01:19:00 PM
246114,ThinkPad Laptop,1,999.99,2019-08-28,"86 Main St, Dallas, TX 75001",12:09:00 PM
246115,AAA Batteries (4-pack),2,2.99,2019-08-09,"886 Church St, Boston, MA 02215",01:57:00 AM
246116,AAA Batteries (4-pack),1,2.99,2019-08-23,"268 Forest St, Boston, MA 02215",01:33:00 AM
246117,Wired Headphones,1,11.99,2019-08-25,"726 2nd St, New York City, NY 10001",10:59:00 PM
246118,27in FHD Monitor,1,149.99,2019-08-07,"54 Pine St, Los Angeles, CA 90001",02:53:00 PM
246119,Wired Headphones,1,11.99,2019-08-10,"678 Lincoln St, Seattle, WA 98101",12:09:00 AM
246120,Lightning Charging Cable,1,14.95,2019-08-11,"152 Ridge St, Portland, OR 97035",08:06:00 AM
246121,Vareebadd Phone,1,400,2019-08-06,"765 1st St, Seattle, WA 98101",06:15:00 PM
246122,27in FHD Monitor,1,149.99,2019-08-05,"939 Pine St, New York City, NY 10001",06:01:00 PM
246123,AA Batteries (4-pack),1,3.84,2019-08-28,"72 Jefferson St, San Francisco, CA 94016",10:37:00 AM
246124,AA Batteries (4-pack),1,3.84,2019-08-16,"55 Wilson St, Seattle, WA 98101",09:56:00 AM
246125,USB-C Charging Cable,1,11.95,2019-08-16,"519 Cherry St, Dallas, TX 75001",03:14:00 PM
246126,AA Batteries (4-pack),1,3.84,2019-08-11,"213 Washington St, San Francisco, CA 94016",04:13:00 PM
246127,USB-C Charging Cable,1,11.95,2019-08-18,"218 11th St, Austin, TX 73301",08:51:00 AM
246128,Lightning Charging Cable,1,14.95,2019-08-29,"233 Washington St, Atlanta, GA 30301",05:53:00 PM
246128,USB-C Charging Cable,1,11.95,2019-08-29,"233 Washington St, Atlanta, GA 30301",05:53:00 PM
246129,Apple Airpods Headphones,1,150,2019-08-23,"221 Lakeview St, Seattle, WA 98101",09:17:00 AM
246130,Apple Airpods Headphones,1,150,2019-08-19,"877 Elm St, Atlanta, GA 30301",02:33:00 PM
246131,Wired Headphones,1,11.99,2019-08-24,"674 Adams St, Seattle, WA 98101",04:39:00 PM
246132,27in FHD Monitor,1,149.99,2019-08-07,"56 Lincoln St, Los Angeles, CA 90001",12:05:00 PM
246133,AA Batteries (4-pack),1,3.84,2019-08-18,"197 Chestnut St, Seattle, WA 98101",11:00:00 AM
246134,AA Batteries (4-pack),2,3.84,2019-08-29,"88 12th St, Seattle, WA 98101",04:22:00 PM
246135,Apple Airpods Headphones,1,150,2019-08-14,"748 Adams St, New York City, NY 10001",10:02:00 AM
246136,Wired Headphones,1,11.99,2019-08-13,"988 Highland St, Atlanta, GA 30301",05:45:00 AM
246137,Wired Headphones,1,11.99,2019-08-12,"109 12th St, New York City, NY 10001",07:44:00 PM
246138,iPhone,1,700,2019-08-27,"563 Pine St, Seattle, WA 98101",06:31:00 AM
246139,20in Monitor,1,109.99,2019-09-01,"761 Forest St, San Francisco, CA 94016",01:00:00 AM
246140,USB-C Charging Cable,1,11.95,2019-08-19,"436 14th St, New York City, NY 10001",12:44:00 PM
246141,USB-C Charging Cable,1,11.95,2019-08-18,"904 Lincoln St, New York City, NY 10001",04:33:00 PM
246142,27in 4K Gaming Monitor,1,389.99,2019-08-20,"744 Lake St, San Francisco, CA 94016",02:47:00 PM
246143,27in 4K Gaming Monitor,1,389.99,2019-08-13,"744 Lake St, Portland, OR 97035",01:32:00 PM
246144,AAA Batteries (4-pack),1,2.99,2019-08-16,"537 Adams St, San Francisco, CA 94016",11:30:00 AM
246145,Flatscreen TV,1,300,2019-08-29,"379 Lakeview St, New York City, NY 10001",07:58:00 AM
246146,Flatscreen TV,1,300,2019-08-07,"607 Forest St, New York City, NY 10001",07:49:00 AM
246147,AAA Batteries (4-pack),1,2.99,2019-08-10,"285 Chestnut St, Austin, TX 73301",12:03:00 PM
246148,Lightning Charging Cable,1,14.95,2019-08-27,"911 Elm St, Atlanta, GA 30301",09:24:00 AM
246149,Wired Headphones,1,11.99,2019-08-15,"379 Maple St, San Francisco, CA 94016",11:37:00 PM
246150,AAA Batteries (4-pack),3,2.99,2019-08-24,"509 Hickory St, Austin, TX 73301",06:47:00 AM
246151,Wired Headphones,3,11.99,2019-08-11,"442 Adams St, San Francisco, CA 94016",03:32:00 PM
246152,Lightning Charging Cable,1,14.95,2019-08-26,"536 Lakeview St, New York City, NY 10001",11:27:00 PM
246153,AAA Batteries (4-pack),1,2.99,2019-08-05,"252 Sunset St, Atlanta, GA 30301",10:07:00 AM
246154,34in Ultrawide Monitor,1,379.99,2019-08-19,"627 Spruce St, Boston, MA 02215",07:52:00 PM
246154,ThinkPad Laptop,1,999.99,2019-08-19,"627 Spruce St, Boston, MA 02215",07:52:00 PM
246155,Lightning Charging Cable,1,14.95,2019-08-02,"333 Main St, Dallas, TX 75001",08:22:00 PM
246156,USB-C Charging Cable,1,11.95,2019-08-25,"817 Walnut St, Dallas, TX 75001",01:50:00 PM
246157,LG Dryer,1,600.0,2019-08-29,"481 14th St, Austin, TX 73301",04:09:00 PM
246158,Apple Airpods Headphones,1,150,2019-08-17,"841 11th St, San Francisco, CA 94016",07:56:00 PM
246159,AA Batteries (4-pack),1,3.84,2019-08-09,"171 Jefferson St, Portland, OR 97035",06:16:00 AM
246160,27in FHD Monitor,1,149.99,2019-08-05,"339 Hickory St, San Francisco, CA 94016",07:13:00 PM
246161,27in 4K Gaming Monitor,1,389.99,2019-08-12,"914 Lakeview St, San Francisco, CA 94016",07:33:00 AM
246162,Lightning Charging Cable,1,14.95,2019-08-03,"625 Lincoln St, New York City, NY 10001",01:49:00 PM
246163,Bose SoundSport Headphones,1,99.99,2019-08-10,"555 Willow St, Boston, MA 02215",04:07:00 PM
246164,Wired Headphones,1,11.99,2019-08-06,"178 14th St, Atlanta, GA 30301",12:07:00 PM
246165,USB-C Charging Cable,2,11.95,2019-08-11,"408 Elm St, Dallas, TX 75001",02:40:00 PM
246165,AAA Batteries (4-pack),1,2.99,2019-08-11,"408 Elm St, Dallas, TX 75001",02:40:00 PM
246166,Wired Headphones,1,11.99,2019-08-13,"992 Church St, Seattle, WA 98101",03:16:00 PM
246167,Lightning Charging Cable,1,14.95,2019-08-16,"301 Elm St, Seattle, WA 98101",03:53:00 AM
246168,USB-C Charging Cable,1,11.95,2019-08-20,"352 Chestnut St, San Francisco, CA 94016",03:20:00 PM
246169,AAA Batteries (4-pack),1,2.99,2019-08-06,"771 Cedar St, Seattle, WA 98101",09:47:00 PM
246170,AA Batteries (4-pack),1,3.84,2019-08-28,"99 Chestnut St, Portland, OR 97035",01:39:00 PM
246171,Lightning Charging Cable,1,14.95,2019-08-01,"889 Adams St, Portland, OR 97035",08:44:00 PM
246172,USB-C Charging Cable,2,11.95,2019-08-11,"948 1st St, San Francisco, CA 94016",05:30:00 PM
246173,34in Ultrawide Monitor,1,379.99,2019-08-28,"363 Chestnut St, Dallas, TX 75001",03:51:00 PM
246174,34in Ultrawide Monitor,1,379.99,2019-08-25,"265 10th St, Portland, OR 97035",05:17:00 PM
246175,Lightning Charging Cable,1,14.95,2019-08-04,"322 1st St, Los Angeles, CA 90001",10:06:00 PM
246176,AA Batteries (4-pack),1,3.84,2019-08-14,"91 Johnson St, San Francisco, CA 94016",12:40:00 PM
246177,Flatscreen TV,1,300,2019-08-26,"949 9th St, New York City, NY 10001",08:30:00 PM
246178,USB-C Charging Cable,1,11.95,2019-08-16,"444 Hill St, New York City, NY 10001",02:37:00 PM
246179,20in Monitor,1,109.99,2019-08-13,"381 Chestnut St, San Francisco, CA 94016",09:27:00 PM
246180,Wired Headphones,1,11.99,2019-08-23,"137 Walnut St, Seattle, WA 98101",10:26:00 PM
246181,AAA Batteries (4-pack),1,2.99,2019-08-19,"18 Jefferson St, San Francisco, CA 94016",07:46:00 PM
246182,Lightning Charging Cable,1,14.95,2019-08-22,"308 Spruce St, Los Angeles, CA 90001",03:43:00 PM
246183,AA Batteries (4-pack),1,3.84,2019-08-11,"891 Wilson St, Boston, MA 02215",12:41:00 PM
246184,Bose SoundSport Headphones,1,99.99,2019-08-23,"782 Forest St, San Francisco, CA 94016",02:12:00 PM
246185,AAA Batteries (4-pack),4,2.99,2019-08-15,"547 6th St, San Francisco, CA 94016",04:56:00 PM
246186,Wired Headphones,1,11.99,2019-08-28,"942 Wilson St, Austin, TX 73301",11:54:00 PM
246187,USB-C Charging Cable,1,11.95,2019-08-11,"746 Dogwood St, Los Angeles, CA 90001",01:35:00 PM
246188,iPhone,1,700,2019-08-22,"529 Sunset St, Seattle, WA 98101",02:58:00 PM
246189,20in Monitor,1,109.99,2019-08-07,"840 West St, San Francisco, CA 94016",08:07:00 AM
246190,USB-C Charging Cable,1,11.95,2019-08-03,"344 Dogwood St, New York City, NY 10001",01:11:00 PM
246191,AAA Batteries (4-pack),2,2.99,2019-08-22,"98 Johnson St, Austin, TX 73301",01:11:00 PM
246192,USB-C Charging Cable,1,11.95,2019-08-17,"828 Cedar St, Los Angeles, CA 90001",05:10:00 PM
246193,iPhone,1,700,2019-08-28,"834 Jefferson St, San Francisco, CA 94016",05:26:00 PM
246194,27in 4K Gaming Monitor,1,389.99,2019-08-17,"285 Lincoln St, San Francisco, CA 94016",12:29:00 PM
246195,AAA Batteries (4-pack),1,2.99,2019-08-28,"36 Sunset St, San Francisco, CA 94016",11:25:00 PM
246196,USB-C Charging Cable,1,11.95,2019-08-09,"336 12th St, Seattle, WA 98101",10:22:00 AM
246197,iPhone,1,700,2019-08-27,"718 Sunset St, Dallas, TX 75001",02:30:00 AM
246197,AA Batteries (4-pack),1,3.84,2019-08-27,"718 Sunset St, Dallas, TX 75001",02:30:00 AM
246198,Bose SoundSport Headphones,1,99.99,2019-08-19,"478 Wilson St, Los Angeles, CA 90001",03:58:00 PM
246199,AAA Batteries (4-pack),2,2.99,2019-08-25,"329 Washington St, Boston, MA 02215",09:07:00 PM
246200,AAA Batteries (4-pack),4,2.99,2019-08-06,"387 Hickory St, San Francisco, CA 94016",06:46:00 PM
246201,USB-C Charging Cable,1,11.95,2019-08-18,"768 Main St, Dallas, TX 75001",05:39:00 PM
246202,Wired Headphones,1,11.99,2019-08-12,"888 Washington St, Boston, MA 02215",12:12:00 PM
246203,AA Batteries (4-pack),1,3.84,2019-08-15,"533 Hickory St, Los Angeles, CA 90001",10:05:00 AM
246204,Bose SoundSport Headphones,1,99.99,2019-08-11,"790 Hill St, Austin, TX 73301",10:43:00 AM
246205,20in Monitor,1,109.99,2019-08-22,"258 Elm St, Los Angeles, CA 90001",08:15:00 PM
246206,AAA Batteries (4-pack),3,2.99,2019-08-07,"938 Adams St, Los Angeles, CA 90001",11:26:00 AM
246207,Apple Airpods Headphones,1,150,2019-08-24,"490 7th St, Los Angeles, CA 90001",10:03:00 PM
246208,USB-C Charging Cable,1,11.95,2019-08-16,"298 1st St, Los Angeles, CA 90001",07:40:00 PM
246209,Bose SoundSport Headphones,1,99.99,2019-08-22,"540 9th St, Atlanta, GA 30301",05:27:00 PM
