reviews	PR
Bought Paperwhite as a gift for my wife for Christmas. She cant put it down!, If she wakes up in the middle of the night the Paperwhite is on and it the light doesn't bother me.	AA Batteries (4-pack)
This is a good e-reader, small to carry, easy to use.	AAA Batteries (4-pack)
Pros:I got this Kindle for my son to use while traveling. The backlight feature is good for reading at dark places. The device has great battery life as well.Cons:Not as thins as the latest Kindle Voyage. The screen response is just a tad bit slow. Some of the children's e-books on Amazon are not compatible with this device.	iPhone
Lightweight and handy. The screen is really easy on the eyes.	34in Ultrawide Monitor
Love the simplicity of the Paperwhite and the soft light backlight. I can read much longer with this and in many more places. It's very light and downloads are easy and fast.	Wired Headphones
Love the Paperwhite, easy to read in any light, easy to carry.	27in FHD Monitor
The Kindle Paperwhite is the best bang for your buck when it comes to purchasing an E-reader.	ThinkPad Laptop
I bought this as a present for someone and they were delighted. They love that it is compact and easy to use.	AAA Batteries (4-pack)
Super easy to set up and absolutely worth the money.	AA Batteries (4-pack)
Love the size, ease of use and book suggestions that appear when starting!	Wired Headphones
The kindle paperwhits is great! It hold a charge for two weeks or more which is awesome. It's great to read in the sun and in darker areas or at night because of the backlit screen. Like how small and compact it is. Would def recommends getting one if you enjoy reading.	USB-C Charging Cable
Very nice little reader. Handy, convenient, easy to take along. Able to read in almost any light.	USB-C Charging Cable
This is my first e-reader and i am very happy. It is easy to read and loading books is a breeze. Highly recommended.	Bose SoundSport Headphones
I really like the smaller size and backlight compared to my last kindle touch!	AA Batteries (4-pack)
We weren't crazy about the idea of getting another portable electronic device that distracted her from her schoolwork. 5th graders need to read much more than previous years and the Paperwhite not only encourages reading but eliminates the clutter that occurs from many paperbacks. The screen is the perfect size, lighting more than adequate, and the functionality is ideal.	USB-C Charging Cable
Easy to use. No trouble downloading books from free sites.	34in Ultrawide Monitor
Great product and like the features of it. It makes carrying a book obsolete.	Lightning Charging Cable
Good for beach and night reading. Easy to use and change fonts and light.	AA Batteries (4-pack)
So happy to find this item in store--salesman made sure the price was lowest possible.	Vareebadd Phone
Do we really yet another review of the device? I suppose not.So here is a comment about my buying experience at bestbuy. In one word a breeze. And that too at a substantial discount, thanks to Visa checkout.	AA Batteries (4-pack)
Been in my wish list for long time and purchased this recently. Was worth a purchase	Macbook Pro Laptop
This our second paper white my husband loves the lighting on it	Bose SoundSport Headphones
For her for Christmas. I'm no dummy. I did. She loves it!	Wired Headphones
Works well and I would highly recommend this product.	34in Ultrawide Monitor
I bought this for my wife for Christmas she had the original Kindle and it broke after years of use. At first she was disappointed that the screen was so small, but now that she's been using it she loves it ! Much easier to hold and flip pages !	Google Phone
It was a great gift for daughter in law. She loves it.	USB-C Charging Cable
Great phone for any level of android user, starting from a beginner to an advanced root user, camera can be better though	Wired Headphones
Got this for my son for Christmas as it fits perfectly in the pocket of his BDU's. This way he always has a book with him during down time.	20in Monitor
I am able to read in any sort of light and able to change the font size.	Lightning Charging Cable
I bought it as a gift for my husband and he loves it! The picture quality & the non-glare is his favorite.	Lightning Charging Cable
This kindle is by far the best one I've had. I have zero complaints.	Wired Headphones
I love the kindle reader. It is great when traveling to have books to read without having to carry around multiple books. Also very easy to read outside	27in FHD Monitor
I've had several kindles over the years and this is by far the best one yet! I love the paper white and will never go back to anything else. I use it everywhere! You will not regret this purchase!	USB-C Charging Cable
This is my second kindle purchase. The first is still working fine just not backlit or paper white. The clarity is great, good size, and lightweight for extended reading. No bells and whistles, just easy and convenient reading.	27in FHD Monitor
Had the kindle 7th gen with no backlight and upgraded to the paperwhite. Was one of the best decisions I've made. You don't even notice that there IS a backlight because it blends in so well, and compared to the 7th gen is a night-and-day difference. Buy this, you will not regret it.	Bose SoundSport Headphones
Perfect size and easy on the eyes. None of that bright light that tables have to blind you in the evening.	Google Phone
The only time I really have to read is late at night when I don't want to turn on the lights and wake everyone up. The back light and touch screen make this version of the kindle much better than the previous ones.	Wired Headphones
This thing is ok. Next time we get electronics it will be Amason	ThinkPad Laptop
Wanted a easy reading for outdoors. Close this based on reviews. Did not need to replace my iPad with the more expensive Fire tablet. Would have given it a 5 star but amazon packages them with out a charger adapter.	Google Phone
Works great. Is a good upgrade for those who have a regular kindle. Terrific for low light reading.	Wired Headphones
I transitioned from an unneeded iPad to this Kindle. The pages are incredibly clear, even during the day. However, you obviously cannot surf the web with this tablet. It's only for reading.	AA Batteries (4-pack)
I like that the reader has a backlight for reading at night	ThinkPad Laptop
my grandson really loves it, is reading a lot of books already.	AAA Batteries (4-pack)
This is my second kindle. It is definitely a significant upgrade. It has great resolution and the non glare for use outside it great . The smaller size is much better.	34in Ultrawide Monitor
you can read in any light. nice, especially at night when you don't want to disturb anyone. even outside in the daylight	Lightning Charging Cable
It is a joy to read. I love the nonglare. The size. Everything about it.	AA Batteries (4-pack)
Great reading device under all lighting conditions	Lightning Charging Cable
After about 2 months of use, I can say that my wife and i are very happy with our purchase. The Amazon Paperwhite kindle is exactly what we wanted for ... reading literature. We tried to many times to duplicate the effect with a tablet but found the shiny glare to be too much. The paperwhite is easy on the eyes, and easy to use. I did give it 4 stars instead of 5, because after purchasing I learned there is slightly more expensive version (like $20 more) that doesn't include the frequent ads were where having to deal with. Luckily we were able to find out how to pay Amazon an extra $20 to eliminate the ads, but it would have been nice to not have to deal with it at all. I would recommend anyone looking at this product get the version for $20 more and eliminate the annoyance of the ads.	34in Ultrawide Monitor
The Kindle is the best E Reader on the market. Bright screen and great selection of books	iPhone
So easy to read. No glare. Lightweight. Best e reader ever	Wired Headphones
My best friend loved this kindle. She loves reading books and she certainly love this Kindle. She can read books anywhere she wants without having to carry her books individually. If you are a book lover, like she is, then you will love this.	Bose SoundSport Headphones
The white background makes it easier to read a book. The small size makes it easy to take on the go.	AAA Batteries (4-pack)
great Kindle. Very easy to use and download books and read	Wired Headphones
Bought as a gift and person that received the Kindle has really enjoyed it.	USB-C Charging Cable
great reader for bed or the beach. definitely a must pack on vacation.	Lightning Charging Cable
I bought this as a present for my wife. She loves to read. Since she got it a month ago she has finished 3 books. Great product! My wife loves having access to books immediately!	USB-C Charging Cable
So easy to set up and use. Downloading books from the library has never been easier. Had an older Nook before this and the weight is similar. Liked the Nook button on the back to turn it off better than this one located on the bottom edge.	AA Batteries (4-pack)
Much easier to read without a heavy book, especially in bed.	Bose SoundSport Headphones
Having a backlight makes this the better choice. Plus the lighting is adjustable for brightness.	Lightning Charging Cable
I gave this for Christmas to my 12 year old child. He been using it all the time to resd. He has download books from the library. He will try using it for schhool. We use to go the the library every week and he would come home with 8-10 books.and these would pile up around the house. Now all in the Kindle! Good clear screen. Glad i upgraded to the better one. Easy to set up as he open the box and did it all himself.	iPhone
My brother bought this for me as a Christmas gift and I'm in love. I've already read 6 books because of the ease in which I can read my books anywhere, anytime. I don't need wifi, the battery lasts forever (seriously. I've charged it once since I've owned it and I've read 6 books!) The lighting feature allows me to read at night in bed once my husband has already fallen asleep. I love this Kindle SO MUCH!	Lightning Charging Cable
Love my kindle paperwhite! Love the no glare and small enough to be held with one hand!!!	AA Batteries (4-pack)
Have a nook as my first e-reader. I like downloading library books better on the kindle but prefer the format of the nook.	Lightning Charging Cable
Love it makes reading a pleasure. Easy on eyes, able to take anywhere, simple to use.	Wired Headphones
Lightweight, perfect size. Love the built in light.	27in FHD Monitor
Our daughter had asked for The Paperwhite for Christmas, and she was delighted when she opened it. She used it for hours every day, so we view this as a really proper gift.	AAA Batteries (4-pack)
I purchased this as a replacement for an original Kindle. It's a great reader that works everywhere.	Apple Airpods Headphones
Its comfortable to read, and it's compact. and light. I got case to go with it. I would recommend it.	AA Batteries (4-pack)
The size is nice it's light weight no glare When outside in the day great for night reading too	Apple Airpods Headphones
Love the paperwhite. Option of backlighting is great when reading in the dark but still able to see when outside in the sun. I do wish it had adaptive backlighting (I prefer to have backpighting off to save battery during daylight reading). Overall a great reading device.	Macbook Pro Laptop
This product fills a perfect nitch left by talbets	20in Monitor
Great for road trips and bright enough to read with by the pool.	Wired Headphones
"I bought this grudgingly as a way to read in bed without a light that bothered my wife. As it turns out I'm really glad I did. The light is adjustable and the ""print"" is crisp and clear. Even better is the ability to enlarge the print which has been helpful to my old eyes. There is a great ebook selection available from the library and many cheap books available on Amazon."	USB-C Charging Cable
Nice product and excellent quality very convenient	AA Batteries (4-pack)
My daughter loves her Kindle Paperwhite and reads on it every night.	Apple Airpods Headphones
I got this for my wife and she loves it. Uses it every day	27in FHD Monitor
I am amazed by the touch quality and the feel of the page turning.	USB-C Charging Cable
The kindle paper white works perfectly. The battery life is amazing!	AA Batteries (4-pack)
The kindle paper white is just like reading a book	AA Batteries (4-pack)
As a ebooker reader this is absolutely best in the market right now, very easy to use. Now the only downside is the feeling of touch screen is too rough.	Macbook Pro Laptop
I needed an item that had less glare and I could read at night without backlighting	34in Ultrawide Monitor
This was the best purchase I've made in a while. The text quality it excellent and the back-lighting is a real plus.	AAA Batteries (4-pack)
Got it as a gift. The text of the ebooks werr crisp and very easy on the eyes. Usually with ths kindle app on ipad we distracted onto other apps or browsing but kindle helped overcome this issue. Highly recommend for anyone looking for ebook reader with good quality content library of books.	Lightning Charging Cable
Just the right size for reading. Backlight great for low light reading or no light. Quick book downloads. Kindle lending library is also cool If you're a prime member. You can also e-mail yourself a PDF to the device which is sent to an email assigned to the same.	27in 4K Gaming Monitor
This was purchased to replace my 3rd gen Kindle Keyboard. The backlight is a great feature and even though I miss having page turn buttons, it was worth the cost savings to forego them.	Flatscreen TV
old one broke after 9 years, new paper white is great, can read in low light, etc.	Apple Airpods Headphones
I have had several Kindles (they don't last super long before breaking) and love reading on them. My only complaint is that they aren't very durable and tend to break after about 2 years of regular use. Being that they aren't super expensive, it's not a huge deal, but bit enough to not earn 5 stars.	USB-C Charging Cable
I had the old kindle with no back light .. this new one was a great price .. I still use both but this is great on a plane or in bed at night when I can just turn it off and I don't have to get up and turn my light off	USB-C Charging Cable
The lighting of the Paperwhite did not present any issues with glare - easy on eyes, even while wearing sunglasses outdoors.	AA Batteries (4-pack)
The bright screen and lightweight design make this ereader ideal for reading in just about any setting.	Flatscreen TV
A must for someone who loves to read. Great to carry arounnd!	USB-C Charging Cable
Lightweight but not water resistant like the Nook.	Apple Airpods Headphones
The Kindle is great for taking on a plane trip or just having something to read while you're waiting in the doctor's office. And there's a great selection of books online.	Wired Headphones
I can't say how happy I am with this purchase. No worries of lighting, or holding a book open. All my books stored in this kindle which opens up lots of space in my home. Easy & light to carry.	Wired Headphones
The paper white feels kinda like real paper. The page is clear and bright. I love to read at night. It's awesome	AAA Batteries (4-pack)
Haven't used product yet. Still reading user guide	USB-C Charging Cable
Fits its purpose as a book reader, but the touch screen could be smoother though.	iPhone
Got this as a gift for my wife after she just about wore out her old Kindle. She only wants it to read so it didn't make sense to get the other versions. This one does exactly what she wants and she can use it to read anywhere, indoors or outside.	Apple Airpods Headphones
I love it. Will definitely recommend it to a friend.	USB-C Charging Cable
I got this as a Christmas present. Had wondered if it really was so easy on the eyes and good in different lighting. Much better than I had hoped!	Wired Headphones
My second Kindle. I've also owned a Nook. Both are good but the Kindles screen is a little better. I also like the case available for it much better than the Nook's.	USB-C Charging Cable
Nice easy to read display, quick downloads of content. Reads great in bright sunlight and dark rooms.	27in FHD Monitor
The Kindle Paperwhite is my first ereader and I love it. It works as advertised and is very easy to navigate. I haven't tried it in bright sunlight yet but have had no difficulty seeing the screen in all other situations. It is lightweight and easy to hold. I have a cover on it which I find increases the grip.	USB-C Charging Cable
great for reading outside in the sun, or in dark rooms. very easy on the eyes.	20in Monitor
I like the Kindle but have had to restart it twice as it froze.Still a great way to travel and still have books available to read.	Apple Airpods Headphones
I bought this for my ten year old daughter. This is so much better than carringing around a bunch of heavy books. The battery also lasts forever	Bose SoundSport Headphones
This kindle is lightweight and a great travel, break and extra free time companion. You can read it anywhere. Love it!	ThinkPad Laptop
I specifically got this Kindle for reading outside without glare.	Bose SoundSport Headphones
She had an older Kindle and after years of good use it finally gave out. I had to buy her a new one and she loves it!	Bose SoundSport Headphones
It was really nice to be able to find this at retail, in a store. The one we had been using died while on a trip. It made getting a new one really easy. They even carried both a white as well as a black coloured model.	Lightning Charging Cable
Excellent product as reviewed and very convenient for vacations	Apple Airpods Headphones
Not a bad product and for the price it makes a decent gift.	USB-C Charging Cable
i love to read book on that device. i would recommend this	Lightning Charging Cable
What a difference it makes to read from the paperwhite instead of iphone!	USB-C Charging Cable
Item purchased for my daughter as a gift. She is an avid reader, and loves the Kindle	AA Batteries (4-pack)
Bought this for my mom as a gift and she loves it. Much easier than buying paper books	USB-C Charging Cable
I bought the paperwhite for my mother for christmas. It was very easy to set up and excellent that you had it on Christmas eve!	Apple Airpods Headphones
I love the fact that you can go on line, browse titles, make a selection and have the book immediately. No travel to a book store, no waiting for online ordered books to arrive. Kindle purchases are available immediately upon purchase... Back lighting is excellent and the ability to adjust font size is great. Holds a charge for a couple of weeks of moderate reading. Definitely a good product.	AA Batteries (4-pack)
Very easy to use and download any size book you would like	USB-C Charging Cable
I have been a kindle owner for years, the original kindle had be great but I hated the absence of a backlight. and the kindle fire was similar to reading on my phone with hurting my eyes. so when the paperwhite was released I was intrigued. I finally received this as a Christmas gift and it's perfect. the battery can lasts weeks on a charge. There's no glare. my eyes never hurt. this is perfect for anyone who just wants to read ebooks. there is no headphone or speaker so audio books will not be able to be used. when typing the letters are a bit leggy but you get used to it. I did have a problem registering my amazon account but was able to contact amazon via chat and they fixed it within 5 min. definitely worth the money, I can now have books with me at all times.	AAA Batteries (4-pack)
I bought this for my mom she is an avid reader she has nothing but the best comments about this paper white kindle so im gonna have to say this product is amazing for your self or as a gift for some 1 that reads alot.	AA Batteries (4-pack)
I purchased this product based on the reviews of no glare and its ease of use. Both are true.	Lightning Charging Cable
This is the only way to read a book now! I love it.	AAA Batteries (4-pack)
My wife was using her iPhone 6 Plus for reading at night, but she is absolutely loving the Kindle Paperwhite!!	Wired Headphones
Amazon - Kindle Paperwhite is moe like reading a book page rather than reading on LCD screen.	AA Batteries (4-pack)
Great product for night reading! Light and friendly.	Wired Headphones
Though I was partial to my Nook, I kept getting little broken pixel light spaces on the screen. Switched to Kindle and I was pleasantly surprised at the visibility of the screen and how light it is. I read in bed every night and it is very comfortable to hold.	AAA Batteries (4-pack)
I replaced a lost e-reader on the plane with a new one.	27in 4K Gaming Monitor
I love my new kindle. It's very slim and easy to use!	Apple Airpods Headphones
I have been a big fan of Amazon Kindles for the last five years. Each time a new one comes out I hesitated to buy, simply because my old one was working perfectly. Christmas I was looking for that gift that my wife would like. She too is a big Kindle fan. I grabbed a paperwhite for her for Christmas. For the next five days, I kept hearing how great it was compared to the old one. So off to Best Buy to buy the second. These are top notice upgrade. I don't think I have grabbed my Kindle and gotten the weak or dead battery logo. It has an amazing battery life. On top of that, the backlight works fantastic in low light environments. I can sit on a plane and read with no issues.	Apple Airpods Headphones
Great product. Great for the beach or reading at anytime anywhere	USB-C Charging Cable
This is a very affordable e-book reader. It works well in the dark because it is backlit, and it is very simple. The lightness helps a lot, and I usually buy Kindle books now instead of other books because it is so much easier to carry.	Macbook Pro Laptop
I purchased this as a gift for my wife and she loves it! Long battery life, small and convenient to carry and great book selection.	27in FHD Monitor
Great for reading in bedNot to heavy with great screen	Lightning Charging Cable
This was a gift for my elderly mother-in-law. She is thrilled with the fact that she can pull up any book she wants, at anytime, as she is an avid reader. It is also very easy for her to use, a BIG plus!	Flatscreen TV
Had a gen 1 Kindle and so glad I moved up to this. Great for outdoor sunny reading. A must have !	Apple Airpods Headphones
I already had a kindle paperwhite but wanted to upgrade a bit	AAA Batteries (4-pack)
Love it, it's very easy to use and great for travel!	Bose SoundSport Headphones
It's great for reading in bed or anywhere for that matter.	USB-C Charging Cable
Bought for my wife as Christmas present. She has early version of Kindle. She likes how little it weighs, and doesn't need a cover with separate light. She also likes swiping to turn pages rather than pushing a button. It is easy to read and has adjustable fonts.Only negative is after downloading a book, she has to search for it, rather than it automatically appearing on list of books.	Bose SoundSport Headphones
This was an upgrade from old Kindle. Screen is great and love the size of the screen.	AA Batteries (4-pack)
This was an upgrade from my original Kindle. I love the backlight screen! Even though the device is smaller than the original Kindle, I'm somehow able to read the font without my glasses. The battery life on this model is much longer too.	AAA Batteries (4-pack)
The selling point for the purchase of this Kindle was the ability to read in low light situations.	Product
I love Paper Books but my eyes do not like reading them. This E Reader is fantastic! I take it with me everywhere and Read in any light. Love Love Love this item!	USB-C Charging Cable
good for reading on the fly and great battery life	USB-C Charging Cable
"Bought for our child who has vision issues but LOVES to read. ❤ She can borrow library books and they return ""automatically"". Appreciate that the screen lighting is more gentle than other tablet items. Grateful for no game options. Wish I could control the ads better! That's my only complaint. Some advertised books are plain wrong for a young one but there it is with a sample or picture. Just gotta keep an eye on that."	AA Batteries (4-pack)
this is the second paperwhite we've purchased and they are great especially for people who read in bed while others are trying to sleep!	AA Batteries (4-pack)
X'mas gift for my wife, and she love it! She loves the backlight that doesn't hurt your eye compare to an iPad.	AA Batteries (4-pack)
Bottom LED lighting is a bit uneven, and a bit distracting, but the overall package is otherwise excellent for reading, and without all the tempting distractions on a conventional tablet, so one can really focus on reading. The 300ppi is really crucial for images and especially maps and diagrams.	Lightning Charging Cable
The kindle essentially gives you a library in your hands. You can read for hours on 1 charge.	Apple Airpods Headphones
Good tablet for kids to enjoy and play with not if you are trying to do something big on it	USB-C Charging Cable
As a gift for a friend, it works very well for the countries which have corresponding Amazon service such as China.	Lightning Charging Cable
This is my first E-reader and I couldn't be happier. It's the perfect size for me and I love the way I can adjust the brightness and the font.	Macbook Pro Laptop
The light and white page allows me to read in bed without disturbing my spouse.	Macbook Pro Laptop
I love kindle paper white , as it is lightweight , and the feeling is the same as reading a book because of the background color ,	Apple Airpods Headphones
Everything worked just fine with the product and we would buy again.	iPhone
The kindle paper white is amazing. I love that there is. No glare for outdoor use and the backlit is perfect for reading in bed.	USB-C Charging Cable
Easy to use and download books. I like carrying many books with me in this tidy little package.	Bose SoundSport Headphones
My wife is an avid reader and loves the Kindle. She has tried other tablets but none are as good as the paperwhite Kindle. This is the one she carries in her purse to pull out read during waits for doctors.	Lightning Charging Cable
excelent costumer service i love the store you will find everything	Lightning Charging Cable
I picked up a regular kindle touch a few months ago thinking I'd be fine with it. Lately my schedule is only allowing me to read in the evenings when its already darker out, and I don't like having to keep all the lights on to read. Decided to pull the trigger on one of these Paperwhites, and yep, wish I'd gone this route to begin with. The increased pixel count plus the built in light makes this thing a joy over the regular Kindle. Makes it a lot easier on my eyes and for that alone I recommend it!	Apple Airpods Headphones
This case works great. It was exactly what I was looking for.	27in FHD Monitor
I would have gave it a five star rating but it will change pages to easily. You will either go forward or backwards by just toughing the screen.	Apple Airpods Headphones
Purchased for 8y/o. Appears and feels well-built. Plastic screen vs. glass on higher-end Kindle models should prove more child resistant. Screen is recessed below frame edges, which also helps mitigate catastrophic damage in the event of a fall. Battery life is very good. Several books read at moderate brightness and still over 50% battery available. The screen has very good contrast ratio. In daylight, the backlight is completely unnecessary. The backlight is bright, and still soft enough to not induce extra eye strain. Highly recommended for any bookworm, young or just young at heart!	27in FHD Monitor
This was a gift for my wife, she had a previous version, and she loved the upgrade to tjis new version.	34in Ultrawide Monitor
Got this for a relative, and he really likes it. It was pricey for what it is though.	AA Batteries (4-pack)
I originally purchased the Paper White and after a week of that, I decided to upgrade to the Voyage for a couple reasons. 1) Perhaps my phone has made me lazy but I've grown accustomed to auto-brightness. It's something that I don't even really think of at all... until you have to manually adjust it. The Voyage is currently the only Kindle that automatically adjusts the brightness of the screen. I've read reviews that question the efficacy of it, and those people tend to say it's hit or miss. I humbly submit that that is because it's a 'smart' auto-brightness that adjusts to your preferences at certain light levels. For instance if you're in a dimly lit room and the screen is too bright for you there, and you manually turn it down a few notches the next time you're in that room, the Kindle will remember what your screen brightness preference was at that light level and adjust. I have had NO problems with this feature and consider it the most indispensable feature on the Kindle. It's brilliant.2) Page turn haptic buttons. These are great, and allow me to not need to move my hand at all to turn a page, I simply squeeze. I do wish they had been placed slightly higher on the device as I find I've needed to adjust my grip lower than I normally would have held on to the device. It's very nice having the option to not need to swipe the page to turn it.3) The flush screen. This makes a big difference to me - I was not a fan of the recessed screen on the Paper White and even the Nook has a flush screen! Amazon really needs to introduce waterproof Kindles and a flush screen is going to be necessary for that. This is also my only negative about the device - the screen appears to be slightly more reflective than the Paper White and I've heard (wether it's true or not) that is because the Voyage has a glass screen, while the Paper White has plastic? I'm not sure, but the ONLY time I notice this is when I'm reading the the sun is directly behind me. I may need to tilt the screen 5 degrees in any direction and it's easily readable again.4) The general design is sleeker and feels better in my hand than the Paper White. This also allows the device to be slightly lighter than the Paper White, which is always a good thing.To recap - This is the ONLY Kindle to feature the auto-brightness feature (not even the Oasis has it--probably to save on weight) and in my opinion a worthy upgrade over the Paper White.	ThinkPad Laptop
great product! I love kindle e-readers! is light, fast and excellent.	iPhone
Love this kindle - the press side page turner is great.	USB-C Charging Cable
"I have both the Kindle Voyage and the low end Kindle Fire.While the $50.00 Fire is an amazing deal, for serious readin,g the Kindle Voyage is far easier on the eyes and has superior resolution. Now, it lacks many of the features of the less expensive Fire, such as color and online with Wifi; as a reader it is well organized and a pleasure.Truthfully, it isn't a whole lot better than the Paperwhite. It has a feature or two, but I'm not sure it's worth the extra 60 dollars. It is still an excellent device."	Apple Airpods Headphones
Great alternative to using tablet for reading. Only problem is trying to read a *.pdf file - it only enlarges the page and does not resize the document to easily move forward.	LG Dryer
Purchased after theft in Seattle. It was on sale and works great.	USB-C Charging Cable
This is so far the best Kindle I have ever owned. I love the screen and the resolution on it. The device out performs all of the other e readers on the market.	AA Batteries (4-pack)
The resolution on this screen is amazing and is so close to an actual printed page.	27in FHD Monitor
Wow! it is so nice to have a light and easy to hold device that only carries tons of books! No distractions like on my iPad, with email messages pinging in and facebook updates to check...just books and lots of them!The Kindle Voyage is everything they said it would be...light, back lit with self adjusting levels, page turners, all the bells and whistles. I am so glad I waited and splurged for this one!	Lightning Charging Cable
The Voyage is my first eReader and I am not disappointed. It is light, clear and a joy to use	27in 4K Gaming Monitor
The Kindle Voyage is the best e-reader experience available. Text is super-sharp, it's comfortable to hold, the built-in self-adjusting light is awesome, and you change the page by either swiping with your finger or pushing down on the bezel. Unfortunately, all those great features come at a $199 price that is $80 more than Amazon's Kindle Paperwhite and more than double the cost of the company's entry level reader, both of which are excellent in their own right. So five stars for the device itself and minus one star for the high price.	AA Batteries (4-pack)
I bought this for my kids and very happy with that.	Google Phone
New Kindle Voyage is a nice upgrade from the basic model. Smaller e reader with a brighter light. So far so good.	USB-C Charging Cable
I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.	USB-C Charging Cable
I am extremely happy with my new Kindle Voyage. The text is so sharp and crisp, the images look much better than on the Kindle Paperwhite. The device is extremely light and comfortable to hold, The adaptive front light works great. I have an iPad with the Kindle app, but the reading experience is so much better on my Kindle Voyage that don't regret the purchase one bit.	Flatscreen TV
Nice ereader for reading books. Browser should be improved otherwise fine for reading books, another irritating part is ads pop up which amazon shud fix	USB-C Charging Cable
I have a previous version of the Kindle, but this one surpasses it in every way, from the resolution to the automatic brightness display. Recommend it highly.	AAA Batteries (4-pack)
The Voyage is a great reader for those like myself who love to read books. The lines and images are crisp and clean. Its light weight even with the cover. The only thing is the origami cover was something that i would have thought of designing differently. It feels uncomfortable to hold... The device though is awesome and the page turn features are great you can use either side to turn pages. Would suggest to anyone who loves to read!!	34in Ultrawide Monitor
First of all I'm amazed I could buy it from Best Buy, while Amazon says it will be in stock on December 1st (in more than a month from now). Best Buy is indeed the best!The Voyage itself is simply fantastic. The size is right, it's very lightweigh, quite zippy, text is super crisp, and I love the auto-brightness feature.	Lightning Charging Cable
"The new Kindle Voyage is quite a step forward for the Kindle dedicated reader line. It is a beautiful device - almost like something from Apple. I like the lighted screen and the page forward and back ""buttons"" on the sides of the device. But it is rather pricey - not yet convinced it is worth the upcharge."	Bose SoundSport Headphones
Best e reader yet ! The new voyage is much better then the first Paperwhite which was great !	Wired Headphones
Light weight, great upgrades from the paperwhite. Love it!	27in FHD Monitor
I am a gadget guy and a big fan of tablets and e-ink readers. They each have their specialties and purposes, and e-readers are still best for reading. I have bitten a kindle supporter from the beginning, this latest model only further improves on that reputation.The back lighting is awesome and the touch screen is amazing. The clarity and definition is outstanding. I was do excited waiting for this to be released and was very pleased with the results!	AAA Batteries (4-pack)
I am an avid reader, and have purchased both the first and second generations of the Kindle Paperwhite products. Upon reading about the Voyage, I knew I had to have one. Although it's a bit pricey for an e-reader, it's definitely worth it for me. As much as I read, I believe the new screen will result in less eye strain. It's a beauty to look at. Especially when held next to the Paperwhite 2nd gen and compared.	Bose SoundSport Headphones
This is definitely the Rolls Royce of the e-readers love all the new features that it has. Upgraded from the paperwhite to the voyage.	Bose SoundSport Headphones
Upgraded from a Kindle paperwhite. I love the brighter screen and increased resolution. I am a book addict and the savings over printed material allows me to buy more books. The availability of reference texts is increasing which is a big plus.	Wired Headphones
I have the second generation Kindle Paperwhite and the new Voyage is far superior to it. The resolution is much sharper, the back light is much brighter and the power button location is much more convenient. I highly recommend it.	AA Batteries (4-pack)
I never owned Kindle before. I tried to just be content with a PW 2, but after close comparison in store, I sticked to the Voyage. Luckily, I haven't been disappointed so far.	USB-C Charging Cable
This was actually for my daughter and she has rarely put it down since she got it.	Flatscreen TV
I can hold this next to my Kindle Paperwhite and see that is brighter, more evenly lit, sharper and faster. But $200 is pushing the price a little high. If a friend wasn't looking to buy my old one, not sure I would have paid that much.	Lightning Charging Cable
Moving to this from the first generation Paperwhite appears to have been the right move. I love the new size, it just feels tiny and perfect in the hand. The new automatic brightness setting works quite well. I do wish I could crank up the force required to activate the page turn buttons however, as I have frequently hit them accidentally. The page turn buttons do work with gloves on which a great for reading in a tree stand.	ThinkPad Laptop
Got this as an upgrade to my Kindle Touch. Page turns are crisp (the pressure-sensitive page buttons on the sides are a nice addition). I especially like the self-adjusting brightness. Very happy with the purchase. Battery life is great so far, even with the backlight on.	AA Batteries (4-pack)
"This is my first kindle but I'm loving it. I picked it up a few days after it was released. One of the things I love the most is I'm a reader but I am not a car owner so I get almost everywhere by bike. I got tired of lugging around heavy hardcover books from the library; now my Voyage weighs less than most paperback books. An extra bonus for me is, it fits in a pocket I wasn't using in my pannier I carry stuff to work everyday. I love the clarity of the text and pressure point page turning versus screen swipes. I also love that I charged it when I got 4 days ago and it is still more than have battery power."	Google Phone
The newest Kindle eReader (Voyage) is a very good upgrade over the current model. It has several new hardware & coming software enhancements over the current model. However, unless you do an extreme amount of reading, I would not recommend upgrading if you owned the current PaperWhite generation. The high price does not justify it.	34in Ultrawide Monitor
The better resolution and slightly smaller size makes a worthwhile investment if you read for hours. The commercials that tell you how much better it is to read on a Kindle Voyage vs a tablet are true. I read for hours at a time on weekly plane trips. If I use a tablet my eyes hurt after just a couple of hours. On a Kindle because of the side lighting I can read for 5 hours and my eyes never hurt .	USB-C Charging Cable
Upgrading from an older Kindle. Wow. Lighter. Crisper text is an understatement. Throw in the lighting and the new interface for page advancement. Pricey but if you want the best, you won't be disappointed.	20in Monitor
Product was as described and delivered on time as scheduled.	Apple Airpods Headphones
I never owned a Kindle before. This was easy to setup and get going.It also looks really good. The text is super easy to read even at smaller fonts. I also really like the buttons on the side that turn the pages because it is a lot easier to flip pages compared to tapping the screen.	AAA Batteries (4-pack)
I have owned exactlo, nooks, kobo's and kindles. This is the Cadillac of readers!!!	34in Ultrawide Monitor
Was a Christmas gift and I ended up returning it because it wasn't exactly what I was looking for.	Wired Headphones
